gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	CD8+ CD73+ regulatory T cells	CD8+ NK-like TEMRA cells	CD8+ NK-like early effector T cells	CD8+ TEMRA cells	CD8+ central memory T cells	CD8+ cycling effector T cells	CD8+ effector memory T cells 1	CD8+ effector memory T cells 2	CD8+ exhausted T cells	CD8+ naive T cells	Gamma Delta T cells	MAIT cells
LILRA4	P59901	False	LIRA4_HUMAN		CPI-SS095DCA7F7	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS09D5B5F9C	0.0	0.005	0.0	0.002	0.0	0.0	0.005	0.0	0.0	0.004	0.0	0.0
CD47	Q08722	False	CD47_HUMAN		CPI-SS0E9015902	0.57	0.672	0.578	0.867	0.654	0.872	0.685	0.882	0.0	0.549	1.186	0.632
LAIR1	Q6GTX8	False	LAIR1_HUMAN		CPI-SS067BA9202	0.231	0.345	0.435	0.472	0.151	0.164	0.219	0.309	0.0	0.166	0.7	0.332
CLEC2B	Q92478	False	CLC2B_HUMAN		CPI-SS025C8F785	0.71	0.888	0.564	1.075	0.482	0.858	0.944	1.136	0.0	0.473	0.93	0.872
EDA	Q92838	False	EDA_HUMAN		CPI-SS00797FD15	0.01	0.009	0.068	0.001	0.075	0.0	0.005	0.0	0.0	0.09	0.0	0.059
EDA	Q92838	False	EDA_HUMAN		CPI-SS05A8552D7	0.01	0.009	0.068	0.001	0.075	0.0	0.005	0.0	0.0	0.09	0.0	0.059
ESAM	Q96AP7	False	ESAM_HUMAN		CPI-SS04C672963	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS028784FC6	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.01	0.0	0.0	0.0	0.0
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS00A8596B5	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.01	0.0	0.0	0.0	0.0
CD96	P40200	False	TACT_HUMAN		CPI-SS0B84DAE3D	0.736	0.521	0.565	0.464	0.642	0.671	0.646	0.635	0.0	0.534	0.44	0.872
CD226	Q15762	False	CD226_HUMAN		CPI-SS0A8627ED6	0.263	0.071	0.181	0.353	0.235	0.232	0.178	0.26	0.0	0.062	0.329	0.182
TIGIT	Q495A1	False	TIGIT_HUMAN		CPI-SS00561BBD7	0.254	1.092	0.274	0.594	0.172	0.419	0.579	0.608	0.0	0.05	0.633	0.054
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0F1A060D4	0.017	0.0	0.007	0.003	0.002	0.0	0.005	0.0	0.0	0.0	0.0	0.004
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0B990492C	0.017	0.0	0.007	0.003	0.002	0.0	0.005	0.0	0.0	0.0	0.0	0.004
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0C5E9FBFB	0.017	0.0	0.007	0.003	0.002	0.0	0.005	0.0	0.0	0.0	0.0	0.004
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS03859E16F	0.017	0.0	0.007	0.003	0.002	0.0	0.005	0.0	0.0	0.0	0.0	0.004
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS02FBD007E	0.017	0.0	0.007	0.003	0.002	0.0	0.005	0.0	0.0	0.0	0.0	0.004
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0C9696AAA	0.0	0.035	0.004	0.039	0.027	0.055	0.017	0.016	0.0	0.0	0.051	0.034
NECTIN4	Q96NY8	False	PVRL4_HUMAN		CPI-SS01E0F2D2C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NECTIN2	Q92692	False	PVRL2_HUMAN		CPI-SS0A5DF05C0	0.0	0.0	0.0	0.0	0.002	0.0	0.006	0.0	0.0	0.0	0.0	0.0
NECTIN2	Q92692	False	PVRL2_HUMAN		CPI-SS06207F70E	0.0	0.0	0.0	0.0	0.002	0.0	0.006	0.0	0.0	0.0	0.0	0.0
KLRG1	Q96E93	False	KLRG1_HUMAN		CPI-SS0CC5DCE80	0.095	1.339	0.669	1.49	0.394	1.448	1.176	1.392	2.246	0.115	0.877	1.675
CD44	P16070	False	CD44_HUMAN		CPI-SS03DA2A820	0.637	0.654	0.83	0.705	0.893	0.439	0.816	0.828	2.246	0.646	0.433	0.692
CD44	P16070	False	CD44_HUMAN		CPI-SS0703338F5	0.637	0.654	0.83	0.705	0.893	0.439	0.816	0.828	2.246	0.646	0.433	0.692
CD44	P16070	False	CD44_HUMAN		CPI-SS03722104E	0.637	0.654	0.83	0.705	0.893	0.439	0.816	0.828	2.246	0.646	0.433	0.692
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS008FB916C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS044CF7EAE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0AC594A8E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0D95D41D6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS01F67987A	0.009	0.01	0.007	0.025	0.024	0.056	0.023	0.006	0.0	0.013	0.024	0.029
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0467AFD8A	0.009	0.01	0.007	0.025	0.024	0.056	0.023	0.006	0.0	0.013	0.024	0.029
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS05A94DE17	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS06B86672A	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0330D939A	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0E928B8C8	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0735F5C3A	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0348DB5E3	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0
FGFRL1	Q8N441	False	FGRL1_HUMAN		CPI-SS0CB6968B9	0.008	0.012	0.0	0.003	0.011	0.0	0.007	0.0	0.0	0.0	0.011	0.0
CCR8	P51685	False	CCR8_HUMAN		CPI-SS0ADC886E5	0.01	0.0	0.026	0.0	0.28	0.018	0.001	0.0	0.0	0.004	0.0	0.0
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS085EE60B1	0.079	0.346	0.053	0.549	0.148	0.505	0.285	0.545	1.653	0.037	0.485	0.248
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0D46E2B45	0.079	0.346	0.053	0.549	0.148	0.505	0.285	0.545	1.653	0.037	0.485	0.248
CR2	P20023	False	CR2_HUMAN		CPI-SS000568A0E	0.034	0.0	0.007	0.0	0.003	0.0	0.0	0.0	0.0	0.021	0.0	0.0
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS087B53ABF	0.048	0.021	0.018	0.006	0.007	0.0	0.009	0.005	0.0	0.005	0.0	0.006
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS034D36D2F	0.089	0.16	0.211	0.121	0.088	0.124	0.106	0.114	0.0	0.068	0.213	0.208
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS055E061C9	0.089	0.16	0.211	0.121	0.088	0.124	0.106	0.114	0.0	0.068	0.213	0.208
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS02CF96625	0.089	0.16	0.211	0.121	0.088	0.124	0.106	0.114	0.0	0.068	0.213	0.208
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS033CB0BB2	0.089	0.16	0.211	0.121	0.088	0.124	0.106	0.114	0.0	0.068	0.213	0.208
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS0E2431C09	0.089	0.16	0.211	0.121	0.088	0.124	0.106	0.114	0.0	0.068	0.213	0.208
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS0AFC7BACF	0.089	0.16	0.211	0.121	0.088	0.124	0.106	0.114	0.0	0.068	0.213	0.208
CCL4L2	Q8NHW4	False	CC4L_HUMAN		CPI-SS0F3D40856	0.064	0.328	0.023	0.215	0.065	0.346	0.335	0.217	0.0	0.0	0.302	0.193
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS0917CBD53	0.011	0.078	0.1	0.015	0.0	0.029	0.005	0.021	0.0	0.0	0.193	0.0
KIR2DL1	P43626	False	KI2L1_HUMAN		CPI-SS0ABD11350	0.0	0.074	0.226	0.004	0.0	0.0	0.003	0.0	0.0	0.0	0.33	0.0
VSTM1	Q6UX27	False	VSTM1_HUMAN		CPI-SS064281234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD274	Q9NZQ7	False	PD1L1_HUMAN		CPI-SS016EE0084	0.009	0.004	0.016	0.009	0.025	0.0	0.021	0.023	0.0	0.012	0.012	0.023
CD274	Q9NZQ7	False	PD1L1_HUMAN		CPI-SS08F13AD5C	0.009	0.004	0.016	0.009	0.025	0.0	0.021	0.023	0.0	0.012	0.012	0.023
PDCD1LG2	Q9BQ51	False	PD1L2_HUMAN		CPI-SS0F5B6B186	0.0	0.005	0.0	0.01	0.004	0.0	0.005	0.0	0.0	0.004	0.013	0.0
MIF	P14174	False	MIF_HUMAN		CPI-SS0ABC5C1B8	1.902	1.672	1.953	1.479	1.965	1.873	1.714	1.535	1.653	1.569	1.545	1.8
AREG	P15514	False	AREG_HUMAN		CPI-SS0D4C221B8	0.018	0.022	0.026	0.001	0.002	0.0	0.01	0.0	0.0	0.005	0.062	0.013
GRN	P28799	False	GRN_HUMAN		CPI-SS0DA033F03	0.099	0.133	0.123	0.202	0.124	0.275	0.124	0.165	0.0	0.039	0.184	0.086
GRN	P28799	False	GRN_HUMAN		CPI-SS054D158CC	0.099	0.133	0.123	0.202	0.124	0.275	0.124	0.165	0.0	0.039	0.184	0.086
GRN	P28799	False	GRN_HUMAN		CPI-SS0C4E86714	0.099	0.133	0.123	0.202	0.124	0.275	0.124	0.165	0.0	0.039	0.184	0.086
COPA	P53621	False	COPA_HUMAN		CPI-SS0302E8E8F	0.125	0.252	0.195	0.223	0.192	0.253	0.195	0.236	0.0	0.127	0.271	0.233
COPA	P53621	False	COPA_HUMAN		CPI-SS0E6E8A727	0.125	0.252	0.195	0.223	0.192	0.253	0.195	0.236	0.0	0.127	0.271	0.233
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS05D23BCE8	0.159	0.013	0.046	0.015	0.029	0.0	0.011	0.009	0.0	0.043	0.01	0.104
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS03C51D352	0.159	0.013	0.046	0.015	0.029	0.0	0.011	0.009	0.0	0.043	0.01	0.104
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS03133B4F2	0.159	0.013	0.046	0.015	0.029	0.0	0.011	0.009	0.0	0.043	0.01	0.104
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS0F00D756A	0.159	0.013	0.046	0.015	0.029	0.0	0.011	0.009	0.0	0.043	0.01	0.104
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS0E2863F09	0.159	0.013	0.046	0.015	0.029	0.0	0.011	0.009	0.0	0.043	0.01	0.104
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS09648FAA9	0.159	0.013	0.046	0.015	0.029	0.0	0.011	0.009	0.0	0.043	0.01	0.104
APP	P05067	False	A4_HUMAN		CPI-SS09808DEAE	0.077	0.015	0.143	0.005	0.09	0.0	0.032	0.006	0.0	0.123	0.0	0.051
SPN	P16150	False	LEUK_HUMAN		CPI-SS09C4FCB90	0.625	1.036	0.592	1.092	0.603	1.122	0.706	1.009	0.0	0.313	1.178	0.588
ITGAL	P20701	False	ITAL_HUMAN		CPI-SS0E9A581F8	0.386	0.796	0.334	0.785	0.349	0.812	0.579	0.744	2.616	0.291	0.89	0.354
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS0A4F27388	0.009	0.179	0.011	0.218	0.029	0.11	0.111	0.193	0.0	0.0	0.286	0.178
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS0049FD74F	0.009	0.179	0.011	0.218	0.029	0.11	0.111	0.193	0.0	0.0	0.286	0.178
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS00086659A	0.009	0.179	0.011	0.218	0.029	0.11	0.111	0.193	0.0	0.0	0.286	0.178
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS03A0C857B	0.009	0.179	0.011	0.218	0.029	0.11	0.111	0.193	0.0	0.0	0.286	0.178
GPI	P06744	False	G6PI_HUMAN		CPI-SS0B1AB068C	0.541	0.725	0.542	0.653	0.708	0.698	0.684	0.665	0.0	0.427	0.469	0.588
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS0391D4602	0.088	0.085	0.111	0.08	0.09	0.024	0.08	0.085	0.0	0.06	0.047	0.069
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS00A6D366F	0.088	0.085	0.111	0.08	0.09	0.024	0.08	0.085	0.0	0.06	0.047	0.069
AIMP1	Q12904	False	AIMP1_HUMAN		CPI-SS05D1A6BEF	0.426	0.346	0.238	0.31	0.328	0.279	0.356	0.374	0.0	0.357	0.281	0.285
PGF	P49763	False	PLGF_HUMAN		CPI-SS0E61DB5DF	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS0947A8549	0.029	0.0	0.022	0.014	0.024	0.037	0.014	0.029	0.0	0.018	0.013	0.011
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS098425155	0.029	0.0	0.022	0.014	0.024	0.037	0.014	0.029	0.0	0.018	0.013	0.011
KIR3DL1	P43629	False	KI3L1_HUMAN		CPI-SS0CBAA9BCC	0.0	0.886	0.046	0.07	0.008	0.236	0.018	0.066	0.0	0.0	0.455	0.006
KIR3DL1	P43629	False	KI3L1_HUMAN		CPI-SS048242083	0.0	0.886	0.046	0.07	0.008	0.236	0.018	0.066	0.0	0.0	0.455	0.006
GPR152	Q8TDT2	False	GP152_HUMAN		CPI-SS0268D47AD	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
GPR152	Q8TDT2	False	GP152_HUMAN		CPI-SS0A866903F	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
VSIR	Q9H7M9	False	GI24_HUMAN		CPI-SS0A42A3690	0.464	0.495	0.7	0.561	0.531	0.486	0.527	0.639	0.0	0.557	0.783	0.656
VSIR	Q9H7M9	False	GI24_HUMAN		CPI-SS03FA58286	0.464	0.495	0.7	0.561	0.531	0.486	0.527	0.639	0.0	0.557	0.783	0.656
KIR3DL2	P43630	False	KI3L2_HUMAN		CPI-SS0BDD10277	0.016	0.703	0.394	0.071	0.011	0.117	0.021	0.052	0.0	0.0	0.223	0.006
KIR3DL2	P43630	False	KI3L2_HUMAN		CPI-SS0987A89AE	0.016	0.703	0.394	0.071	0.011	0.117	0.021	0.052	0.0	0.0	0.223	0.006
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0A76A8E97	0.0	0.045	0.0	0.013	0.014	0.0	0.004	0.013	0.0	0.017	0.012	0.006
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0EAB03260	0.0	0.045	0.0	0.013	0.014	0.0	0.004	0.013	0.0	0.017	0.012	0.006
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0DBA81CCF	0.0	0.045	0.0	0.013	0.014	0.0	0.004	0.013	0.0	0.017	0.012	0.006
LILRB1	Q8NHL6	False	LIRB1_HUMAN		CPI-SS00150FB64	0.048	0.363	0.086	0.455	0.025	0.348	0.09	0.346	0.0	0.013	0.245	0.004
LILRB1	Q8NHL6	False	LIRB1_HUMAN		CPI-SS05CE87F88	0.048	0.363	0.086	0.455	0.025	0.348	0.09	0.346	0.0	0.013	0.245	0.004
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0D1D95883	0.019	0.073	0.019	0.035	0.033	0.109	0.169	0.171	1.653	0.0	0.009	0.239
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0C090A257	0.019	0.073	0.019	0.035	0.033	0.109	0.169	0.171	1.653	0.0	0.009	0.239
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0B01D306C	0.019	0.073	0.019	0.035	0.033	0.109	0.169	0.171	1.653	0.0	0.009	0.239
SLC7A1	P30825	False	CTR1_HUMAN		CPI-SS0795802F6	0.039	0.015	0.024	0.037	0.029	0.116	0.026	0.042	0.0	0.021	0.0	0.005
SLC7A1	P30825	False	CTR1_HUMAN		CPI-SS03105D292	0.039	0.015	0.024	0.037	0.029	0.116	0.026	0.042	0.0	0.021	0.0	0.005
CNR2	P34972	False	CNR2_HUMAN		CPI-SS05BA6D9C3	0.01	0.061	0.114	0.009	0.003	0.0	0.044	0.012	0.0	0.0	0.009	0.021
GPRC5D	Q9NZD1	False	GPC5D_HUMAN		CPI-SS008F83E02	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IDE	P14735	False	IDE_HUMAN		CPI-SS076D8415B	0.044	0.061	0.056	0.063	0.067	0.055	0.084	0.079	0.0	0.041	0.046	0.101
SORT1	Q99523	False	SORT_HUMAN		CPI-SS07CCAD9BF	0.0	0.0	0.0	0.001	0.0	0.027	0.002	0.0	0.0	0.0	0.0	0.0
SORT1	Q99523	False	SORT_HUMAN		CPI-SS04F3A1E5C	0.0	0.0	0.0	0.001	0.0	0.027	0.002	0.0	0.0	0.0	0.0	0.0
CD200R1	Q8TD46	False	MO2R1_HUMAN		CPI-SS0A9E884E0	0.056	0.069	0.062	0.019	0.168	0.069	0.058	0.046	0.0	0.054	0.0	0.067
CLEC2D	Q9UHP7	False	CLC2D_HUMAN		CPI-SS0E292C126	0.959	0.864	0.651	1.139	0.637	0.875	1.003	1.214	1.653	0.835	0.416	0.612
CLEC2D	Q9UHP7	False	CLC2D_HUMAN		CPI-SS02A0FF87F	0.959	0.864	0.651	1.139	0.637	0.875	1.003	1.214	1.653	0.835	0.416	0.612
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0F8EFEECF	0.036	0.032	0.006	0.03	0.013	0.069	0.017	0.038	0.0	0.014	0.041	0.022
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0BD9F32BA	0.036	0.032	0.006	0.03	0.013	0.069	0.017	0.038	0.0	0.014	0.041	0.022
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS02EBC1BB0	0.055	0.051	0.03	0.036	0.009	0.069	0.03	0.045	0.0	0.023	0.111	0.015
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS04A5D6B6F	0.055	0.051	0.03	0.036	0.009	0.069	0.03	0.045	0.0	0.023	0.111	0.015
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0B81F1BF5	0.017	0.03	0.035	0.025	0.03	0.0	0.03	0.041	0.0	0.0	0.042	0.025
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0AB21032D	0.017	0.03	0.035	0.025	0.03	0.0	0.03	0.041	0.0	0.0	0.042	0.025
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS09C917D22	0.0	0.016	0.017	0.0	0.0	0.0	0.006	0.007	0.0	0.005	0.0	0.12
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS03B8E2D7A	0.045	0.011	0.028	0.051	0.108	0.074	0.09	0.072	0.0	0.112	0.043	0.034
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS0E4B1484B	0.045	0.011	0.028	0.051	0.108	0.074	0.09	0.072	0.0	0.112	0.043	0.034
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS04B4619D0	0.158	0.388	0.275	0.465	0.175	0.356	0.284	0.474	0.0	0.197	0.531	0.421
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS084BE3E4B	0.158	0.388	0.275	0.465	0.175	0.356	0.284	0.474	0.0	0.197	0.531	0.421
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0F9B3B259	0.158	0.388	0.275	0.465	0.175	0.356	0.284	0.474	0.0	0.197	0.531	0.421
FAS	P25445	False	TNR6_HUMAN		CPI-SS08B7D54A3	0.259	0.224	0.121	0.232	0.278	0.395	0.296	0.33	0.0	0.062	0.182	0.179
FAS	P25445	False	TNR6_HUMAN		CPI-SS0A83A7E30	0.259	0.224	0.121	0.232	0.278	0.395	0.296	0.33	0.0	0.062	0.182	0.179
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS0E7D5974D	0.32	0.657	0.275	0.89	0.303	0.891	0.473	0.756	0.0	0.071	0.683	0.297
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS07D9A48A2	0.32	0.657	0.275	0.89	0.303	0.891	0.473	0.756	0.0	0.071	0.683	0.297
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS048A2311A	0.144	0.181	0.1	0.146	0.125	0.201	0.172	0.111	0.0	0.071	0.191	0.152
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS0D5C54214	0.144	0.181	0.1	0.146	0.125	0.201	0.172	0.111	0.0	0.071	0.191	0.152
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS0DEDA3567	0.144	0.181	0.1	0.146	0.125	0.201	0.172	0.111	0.0	0.071	0.191	0.152
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS0FBC9234C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0
CELSR2	Q9HCU4	False	CELR2_HUMAN		CPI-SS034B442CE	0.01	0.005	0.008	0.004	0.002	0.0	0.001	0.0	0.0	0.005	0.0	0.0
CCL20	P78556	False	CCL20_HUMAN		CPI-SS0F8C664D9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017
CCL20	P78556	False	CCL20_HUMAN		CPI-SS07F015051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0DCA69916	0.0	0.0	0.0	0.002	0.002	0.0	0.002	0.0	0.0	0.011	0.0	0.0
CD70	P32970	False	CD70_HUMAN		CPI-SS0AA47D179	0.011	0.022	0.031	0.091	0.041	0.196	0.058	0.146	0.0	0.004	0.024	0.116
CD70	P32970	False	CD70_HUMAN		CPI-SS0D4BF6CA3	0.011	0.022	0.031	0.091	0.041	0.196	0.058	0.146	0.0	0.004	0.024	0.116
CD40LG	P29965	False	CD40L_HUMAN		CPI-SS083296041	0.022	0.005	0.033	0.004	0.212	0.029	0.022	0.0	0.0	0.115	0.0	0.496
INSL3	P51460	False	INSL3_HUMAN		CPI-SS05834E385	0.0	0.0	0.007	0.0	0.002	0.0	0.003	0.0	0.0	0.0	0.016	0.011
OGN	P20774	False	MIME_HUMAN		CPI-SS0EF0750A7	0.0	0.0	0.0	0.002	0.0	0.024	0.0	0.005	1.653	0.0	0.0	0.0
IL2	P60568	False	IL2_HUMAN		CPI-SS09F430F14	0.047	0.0	0.0	0.0	0.016	0.0	0.003	0.0	0.0	0.0	0.0	0.0
IL24	Q13007	False	IL24_HUMAN		CPI-SS07D71C546	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS003C9A532	0.0	0.0	0.008	0.003	0.008	0.0	0.009	0.006	0.0	0.019	0.0	0.0
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS0607D1101	0.0	0.0	0.008	0.003	0.008	0.0	0.009	0.006	0.0	0.019	0.0	0.0
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS09D379E5B	0.0	0.0	0.008	0.003	0.008	0.0	0.009	0.006	0.0	0.019	0.0	0.0
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS02770D68F	0.0	0.0	0.0	0.002	0.0	0.027	0.001	0.007	0.0	0.0	0.0	0.0
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS08C3D27F7	0.0	0.0	0.0	0.002	0.0	0.027	0.001	0.007	0.0	0.0	0.0	0.0
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS05FEE05CB	0.0	0.0	0.0	0.002	0.0	0.027	0.001	0.007	0.0	0.0	0.0	0.0
RETN	Q9HD89	False	RETN_HUMAN		CPI-SS0EECD7662	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.013	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS08BFF4F9B	0.0	0.0	0.0	0.0	0.028	0.029	0.004	0.006	0.0	0.0	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0F6B529A1	0.0	0.0	0.0	0.0	0.028	0.029	0.004	0.006	0.0	0.0	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0C6311D2D	0.0	0.0	0.0	0.0	0.028	0.029	0.004	0.006	0.0	0.0	0.0	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS08DA48A5A	0.0	0.035	0.0	0.01	0.008	0.0	0.03	0.045	0.0	0.0	0.058	0.304
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0A021DB6E	0.0	0.035	0.0	0.01	0.008	0.0	0.03	0.045	0.0	0.0	0.058	0.304
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0817CE2B3	0.0	0.035	0.0	0.01	0.008	0.0	0.03	0.045	0.0	0.0	0.058	0.304
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0F3BF2B34	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0CCD89E02	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCR4	P51679	False	CCR4_HUMAN		CPI-SS0EA05941A	0.0	0.006	0.0	0.001	0.357	0.0	0.066	0.012	0.0	0.032	0.0	0.005
DPP4	P27487	False	DPP4_HUMAN		CPI-SS04641FE5F	0.112	0.0	0.098	0.004	0.196	0.0	0.091	0.035	0.0	0.194	0.0	0.624
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS01A6823FA	0.892	0.382	1.233	0.14	0.705	0.371	0.671	0.431	0.0	0.257	0.129	0.208
CXCR1	P25024	False	CXCR1_HUMAN		CPI-SS07AB1C381	0.0	0.036	0.0	0.117	0.002	0.027	0.005	0.057	0.0	0.0	0.257	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS0C491A3C1	0.0	0.094	0.007	0.166	0.004	0.131	0.011	0.036	0.0	0.0	0.438	0.0
